username,source_freq_map
Ribbet88,"{'Twitter for Android': 184, 'ipsy Official': 6, 'Instagram': 2, 'GoFundMe': 2}"
ditasubiakti,{'Twitter for iPhone': 187}
TBB_London,"{'Twitter for iPhone': 129, 'Sprout Social': 38, 'Twitter Web App': 30, 'Hootsuite Inc.': 3}"
NoamSayen,{'Twitter for Android': 195}
aussielovetoed,{'Twitter for iPhone': 198}
NathanielBrazen,"{'Twitter Web Client': 65, 'Twitter for Android': 62, 'Twitter Web App': 43, 'Twitter for Websites': 2, 'DROID': 2, 'Twitter SMS': 1}"
aitnyc,"{'Twitter for Android': 133, 'Instagram': 42, 'Mobile Web (M2)': 11, 'Twitter Web Client': 10, 'Twitter Web App': 1}"
SweetDulci,"{'Twitter for iPhone': 126, 'Twitter for Android': 54, 'Twitter Web Client': 10, 'Twitter Web App': 4, 'iOS': 4}"
erinwinking,"{'Twitter for Android': 83, 'Twitter Web App': 61, 'AniList.co': 40, 'Instagram': 13, ""Girls' Frontline"": 1, 'PlayStation(R)4': 1, 'WordPress.com': 1}"
BjornLomborg,"{'Twitter Web App': 93, 'Twitter for Android': 41, 'Hootsuite Inc.': 19, 'Twitter Web Client': 7}"
BoulderWeeklyAE,"{'TweetDeck': 194, 'Twitter Web Client': 6}"
cervenus,{'Twitter Web Client': 100}
NatyFlowers,"{'Twitter Web Client': 183, 'Ustream.TV': 10, 'Twitter for Websites': 6}"
_Aliviamariex0,{'Twitter for Android': 193}
El_Jackal,"{'Twitter Web Client': 103, 'Twitterrific for iOS': 94, 'TweetDeck': 1}"
faithful96,{'Facebook': 200}
ecofitnutrition,"{'TweetDeck': 78, 'Google': 15, 'Twitter Web Client': 11, 'Twitter for Websites': 7, 'Twitter for Android': 5}"
OrrDesi,"{'Vine - Make a Scene': 65, 'Twitter SMS': 47, 'Vine for Android': 38, 'Twitter for iPad': 24, 'iOS': 15, 'Twitter for Android': 6, 'Instagram': 2, 'Twitter Web App': 2, 'Mobile Web (M2)': 1}"
playpirates,"{'Twitter Web App': 1, 'Twitter Web Client': 1}"
BehindTheStik,"{'Twitter for Android': 99, 'Twitter for iPhone': 70, 'Untappd': 21, 'iOS': 3, 'Twitter Web App': 2, 'Twitter Web Client': 1, 'Mobile Web': 1}"
omomatthew,"{'Snaptu': 68, 'Mobile Web': 26, 'Twitter Web Client': 14, 'Social by Nokia': 12, 'Mobile Web (M2)': 1}"
humblekid___,{'Twitter for iPhone': 199}
FreshOTruck,"{'Facebook': 153, 'Twitter Web Client': 38, 'Twitter Web App': 9}"
kristimichellee,{'Twitter for iPhone': 194}
chloealwell,"{'Twitter for BlackBerry®': 89, 'Twitter for Android': 25, 'Twitter Web Client': 17, 'Twitter for iPhone': 6, 'Twitter for Websites': 2, 'Livestream Twitcam': 1, 'Screen Muncher': 1}"
mynameiscyr,"{'Twitter Web Client': 139, 'Twitter for Android': 15, 'LG Phone': 6, 'Samsung Mobile': 2, 'Facebook': 1}"
MiLKiiB,"{'Twitter Web App': 69, 'Twitter for iPhone': 53, 'Twitter for Android': 53, 'Instagram': 23, 'Twitter Web Client': 1}"
Laauren_18,"{'Twitter for BlackBerry®': 151, 'Mobile Web': 6, 'Mobile Web (M2)': 1}"
KauaiEvent,"{'Facebook': 95, 'Twitter Web Client': 34, 'Twitter for iPhone': 17, 'Pinterest': 11, 'Twitter for Websites': 5}"
kahjuliana,"{'Twitter for Android': 194, 'Twitter Web Client': 6}"
ariaprabu,"{'Twitter for iPhone': 173, 'Echofon': 21, 'LOOKBOOK.nu': 2, 'Sociolify': 1}"
PuffinPurp,"{'Twitter for iPhone': 112, 'Instagram': 83}"
chingnesss,"{'Mobile Web (M2)': 107, 'Twitter for iPad': 54, 'Instagram': 18, 'Twitter for BlackBerry®': 13, 'Twitter Web Client': 5}"
lawisejr,{'Twitter for iPhone': 200}
Bill_Dusty,"{'Hootsuite': 95, 'Twitter for iPhone': 84, 'Twitter Web Client': 13, 'Twitter for iPad': 4, 'Mobile Web': 2, 'Instagram': 1, 'Google': 1}"
DearIsis,"{'SocialEngage': 179, 'Twitter Web Client': 18}"
JoshuaPellicer,"{'Facebook': 198, 'Kindle': 2}"
akinrodoye1,"{'Twitter for BlackBerry®': 137, 'Twitter for Android': 44, 'Twitter Web Client': 6, 'Twitter for BlackBerry': 4, 'Twitter Web App': 3, 'Mobile Web (M2)': 3, 'Twitter for Websites': 1}"
angga_mahen,"{'Twitter for BlackBerry®': 189, 'Twitter for Android': 6, 'Twitter for iPhone': 2}"
nimby,"{'Twitter Web App': 147, 'Twitter for Android': 53}"
NicoleHello12,"{'Twitter Web Client': 53, 'Twitter for iPad': 46, 'GifBoom App': 37, 'Twitter for Android': 25, 'Twitter for iPhone': 15, 'Muzy.com': 1, 'Twitter for Websites': 1, ""Justin Bieber's Boyfriend"": 1, 'Ustream.TV': 1}"
penguinbooksnz,{'Twitter for Android': 7}
JamisonGoerge,{'Twitter for iPhone': 200}
aweebitocrumpit,"{'Twitter for BlackBerry®': 191, 'Tubidy.mobi': 1}"
breannemmerling,{'Twitter for iPhone': 180}
Helz05,"{'Twitter for iPhone': 58, 'Twitter Web Client': 38, 'Social Beat': 29, 'Twitter SMS': 11, 'Camera on iOS': 3, 'iOS': 3, 'SoundHound on iOS': 1, 'YouTube on iOS': 1, 'Photos on iOS': 1, 'Twitter for Websites': 1, 'Phase 10 Free on iOS': 1, 'LOL quiz': 1}"
merylvdm,"{'Facebook': 181, 'Twitter Web Client': 9, 'Twitter Web App': 5, 'Twitter for iPhone': 4, 'Buffer': 1}"
slinsci,"{'Twitter for BlackBerry®': 99, 'Twitter for iPhone': 67, 'Foursquare': 15, 'Instagram': 5, 'Mobile Web': 4, 'YouTube on iOS': 2, 'Twitter for Websites': 2, 'Vine - Make a Scene': 2, 'Safari on iOS': 1, 'Instagram on iOS': 1, 'Photos on iOS': 1, 'Twitter Web Client': 1}"
kelskbkbkb,"{'Twitter for iPhone': 170, 'Instagram': 17}"
lovemanish07,"{'Facebook': 197, 'Twitter Web Client': 2, 'Twitter for Android': 1}"
ardieysha,"{'Mobile Web (M2)': 63, 'Twitter Web Client': 30, 'Twitter for Android': 6, 'Mobile Web': 1, 'Twitter for Websites': 1, 'erased52744': 1, 'ChurpChurp': 1}"
ResNetSTC,"{'Facebook': 67, 'Twitter Web Client': 41, 'Hootsuite': 24, 'TweetCaster for iOS': 7, 'TweetCaster for Android': 5, 'Twitter for iPhone': 2, 'Twitter for Android': 1, 'Twitterrific for iOS': 1, 'iOS': 1}"
leahoverman,"{'Twitter for iPhone': 135, 'Twitter Web Client': 48, 'iOS': 10, 'Twitter for Windows': 1, 'Hootsuite': 1}"
meormal_,"{'Echofon': 75, 'Twitter for Android': 73, 'Twitter for iPhone': 48, 'Echofon  Android': 3, 'TwiAgeCom': 1}"
AshleyFatale,"{'Twitter for iPhone': 189, 'Instagram': 9}"
missza00,{'Twitter for Android': 174}
AnnieEstes,"{'Twitter for iPhone': 138, 'Twitter Web Client': 53, 'Photos on iOS': 3, 'Twitter for Websites': 2, 'iOS': 1}"
eedumallea,"{'Twitter for iPhone': 138, 'Twitter for BlackBerry®': 46, 'Twitter Web Client': 3, 'Instagram': 1}"
christian60112,{'Facebook': 200}
LauraJames3,"{'Twitter Web Client': 169, 'Twitter for Websites': 1}"
Geesofresh,{'Twittascope': 200}
SuperMighty86,"{'Instagram': 77, 'Twitter Web App': 54, 'Twitter for iPad': 31, 'Twitter for Android': 22, 'Twitter for iPhone': 5, 'Twitter Web Client': 2}"
kinggof_,{'Twitter for iPhone': 4}
__Marlowe_rsb,"{'Twitter for iPhone': 141, 'Twitter for Android': 41, 'iOS': 16}"
hdlpt,"{'Twitter for iPhone': 46, 'Tweetbot for iOS': 21, 'Twitter Web Client': 14, 'TweetList!': 8, 'Twitpic': 6}"
michellestieler,"{'Twitter for iPhone': 117, 'Tweetbot for iΟS': 69, 'Instagram': 9, 'Twitter Web Client': 2, 'erased1386461': 2, 'iOS': 1}"
orlandoharpist,"{'Twitter Web Client': 197, 'Twitter for Websites': 2, 'Twitter Web App': 1}"
Simply_Iv,"{'Echofon': 182, 'Twitter for Websites': 5, 'Instagram': 1, 'Vine - Make a Scene': 1}"
theshaharazade,"{'Facebook': 99, 'Twitter Web Client': 81, 'Twitter for iPhone': 9, 'Safari on iOS': 1}"
SeattleiteLeo,"{'Twitter Web App': 189, 'Twitter Web Client': 9, 'IFTTT': 2}"
CheechMarin,"{'Twitter for iPhone': 121, 'Hootsuite': 68, 'Instagram': 5, 'Twitter Web Client': 5}"
callmejbb,"{'Twitter Web Client': 152, 'Tumblr': 20, 'Twitter for Websites': 11, 'Twitpic': 6, 'Livestream Twitcam': 2, 'NotFollow.me': 1}"
JustinPHNelson,"{'Twitter Web Client': 159, 'Twitter SMS': 38, 'Twtvite by 63Squares': 1, 'Plus 1': 1, 'Twables': 1}"
BieberShawtyGER,"{'Twitter Web Client': 172, 'Twitpic': 3, 'Twitter for Android': 3}"
Behluvsyou,"{'Twitter Web Client': 75, 'Twitter for iPad': 72, 'Twitter for iPhone': 32, 'TwitBird': 4, 'TwitBird iPad': 2, 'Instagram': 1, 'Plixi': 1}"
CSanders460,{'Twitter for iPhone': 200}
MeaghanSmith103,"{'Twitter for iPhone': 159, 'Twitter Web Client': 5, 'Gleam Competition App': 1}"
SHOBBx,{'Twitter for Android': 197}
matthewclan,"{'Twitter for iPhone': 164, 'Twitter Web App': 23, 'Twitter for iPad': 8, 'Twitter for Mac': 2, 'Instagram': 1, 'IFTTT': 1}"
WritingJobsinLA,{'TwitJobSearch.com Jobs': 200}
duelistsoldier,"{'Twitter for iPhone': 138, 'World of Warcraft': 32, 'Twitter Web Client': 13, 'Twitter for Android': 7, 'Twitter for iPad': 7, 'Twitter Web App': 1}"
_Mufasa_20_,{'Twitter for iPhone': 178}
Juliabakker_,"{'Twitter for BlackBerry®': 185, 'Twitter Web Client': 7}"
wordmakeworld,"{'Keitai Web': 99, 'Twitter for iPhone': 50, 'Twitter for Android': 47, 'Twitter Web Client': 3}"
camuzzix,"{'Twitter for BlackBerry®': 154, 'Twitter Web Client': 46}"
ScottRotering,"{'Twitter Web Client': 155, 'Twitter for Android': 44}"
PdotCdot5,{'Twitter for iPhone': 186}
econtentmag,"{'Paper.li': 120, 'Google': 33, 'dlvr.it': 30, 'PublBox ': 15, 'Hootsuite Inc.': 2}"
spcashmore,"{'Twitter for iPad': 151, 'Twitter for iPhone': 35, 'Camera on iOS': 1}"
CodyJack_TMG,"{'Twitter for Android': 189, 'Twitter for iPhone': 7}"
uchaluchal,"{'Twitter for iPhone': 105, 'Twitter for Android': 80, 'Twitter for iPad': 9, 'Twitter Web Client': 3, 'Twitter Web App': 2}"
AckermanToyota,{'SimpleFeed': 200}
GregWoolhouse,{'Twitter for iPhone': 197}
hagustald,"{'TweetList Pro': 124, 'Twitter Web Client': 62, 'Twitter for iPhone': 9, 'TweetDeck': 3, 'Twitter SMS': 2}"
OfficialKels13,"{'Twitter for iPad': 18, 'Twitter for iPhone': 10}"
LJonesSundays,"{'Twitter Web Client': 196, 'Twitpic': 3}"
NileysEpic,"{'Twitter Web Client': 136, 'Echofon': 15}"
zipnolan,"{'Twitter Web App': 152, 'Twitter for Android': 44, 'Twitter Web Client': 3}"
Mariacml,"{'Twitter for iPhone': 180, 'Instagram': 3, 'Twitter Web App': 2, 'Amazon': 1}"
itsjayham,{'Twitter for iPhone': 13}
GandalfBoris,"{'Twitter for iPhone': 142, 'Twitter for iPad': 25, 'IFTTT': 15, 'Twitter Web Client': 12, 'LinkedIn': 6}"
happycrunch,"{'Twitter for Android': 97, 'Path': 25, 'Twitter for BlackBerry®': 23, 'Twitter for iPhone': 22, 'Instagram': 14, 'Twitter Web Client': 4, 'Mobile Web (M2)': 3, 'Tumblr': 3}"
i7md,{'Twitter for iPhone': 185}
eteukey,"{'Twitter for Android': 186, 'Twitter Web Client': 4, 'Twitter Web App': 2}"
strategiadesign,"{'Twitter Web Client': 111, 'Hootsuite': 74, 'Twitter for iPhone': 14}"
Polk_14,"{'Twitter for iPhone': 144, 'Instagram': 35}"
HOMEDSYN,"{'Facebook': 192, 'Twitter for Mac': 8}"
LionMane10,{'Twitter for iPhone': 198}
richard_spark,"{'Twitter for iPhone': 91, 'Facebook': 77, 'TweetDeck': 28, 'Twitter for Websites': 2, 'iOS': 1, 'Mobile Web': 1}"
natkillszombies,"{'Vine - Make a Scene': 120, 'iFunny :) on iOS': 32, 'Twitter for iPhone': 23, 'Instagram': 12, 'Twitter for iPad': 9, 'Twitter Web App': 2, 'iOS': 2}"
mariajorreca,"{'Twitter Web Client': 153, 'Twitter for Websites': 34, 'Muzy.com': 5}"
SeiCheesies,"{'Twitter Web Client': 186, 'Twitpic': 3, 'Shorty Awards': 1}"
PinkDymond81,"{'Periscope': 65, 'Twitter Web Client': 64, 'Instagram': 31, 'Twitter for iPhone': 10, 'Twitter for Android': 9, 'YouTube on iOS': 2}"
Vanniiaprilia,"{'fllwrs': 138, 'Twitter for Android': 35, 'erased994719': 20, 'Instagram': 2, 'Twitter Web App': 1, 'Twitter Web Client': 1}"
amkuhl90,"{'Twitter for BlackBerry®': 154, 'Twitter for iPhone': 21, 'Blackjack King': 10, 'Twitter Web Client': 9, 'Twitter for iPad': 5, 'Photos on iOS': 1}"
RDobbers,"{'Twitter for iPhone': 129, 'Twitter Web Client': 39, 'iOS': 21, 'Twitter for iPad': 9, 'Twitter Web App': 1}"
_DanielBaeza,"{'Twitter Web App': 113, 'Twitter for iPhone': 87}"
AnthonyCardenas,"{'Twitter for iPhone': 128, 'Twitter Web Client': 25, 'Twitter for iPad': 15, 'Flipboard': 14, 'Twitter for Websites': 5, 'Twitter for Android': 4, 'iOS': 2, 'Mobile Web': 1}"
CagneySara,{'Twitter for iPhone': 192}
OhBabyCummings,"{'Twitter for iPhone': 175, 'Twitter Web Client': 1}"
Lucianopardini,"{'Instagram': 167, 'Twitter for iPhone': 10, 'Twitter for Websites': 9, 'SoundCloud': 7, 'Spotify': 2, 'Twitter Web Client': 2, 'Facebook': 2, 'iOS': 1}"
Shes_Uh_KEEper,"{'Twitter for iPhone': 174, 'Instagram': 11}"
MissAshley_Rae,"{'Twitter for BlackBerry®': 190, 'Twitter for iPhone': 9}"
heraldo13,"{'Twitter for iPhone': 175, 'Instagram': 13, 'Instagram on iOS': 6, 'Twitter Web App': 3, 'Twitter for Android': 2}"
KatherineKKim,"{'Instagram': 178, 'Twitter for iPhone': 19, 'MySharedOffer': 1}"
cullensnewquay,"{'Twitter Web Client': 192, 'TweetDeck': 8}"
yqm818,"{'Twitter Web Client': 195, 'Twitter for Websites': 5}"
focususa,"{'Paper.li': 101, 'Twitter Web Client': 84, 'Twitter for Websites': 12, 'WordPress.com': 3}"
EQZAK,{'Twitter for iPhone': 199}
LoganGrandey,"{'Twitter for iPhone': 20, 'Twitter Web Client': 1}"
aikah_bangs18,"{'Twitter Web Client': 171, 'Mobile Web (M2)': 8, 'TwitMusic.com - Old': 8, 'Twitter Web App': 3, 'erased994719': 3, 'Instagram': 2, 'Mobile Web': 2, 'Twitter for Websites': 1}"
loorsm,"{'Twitter for iPhone': 81, 'Instagram': 57, 'Twitter for iPad': 44, 'Twitter Web Client': 11, 'Twitter Web App': 4, 'Instagram on iOS': 2, 'Safari on iOS': 1}"
Lisschen_91,{'Twitter Web Client': 200}
Biscuitmad,"{'Twitter for iPhone': 166, 'Twitter Web Client': 12, 'iOS': 6, 'Twitter for BlackBerry®': 5, 'RTRT.me': 5, 'Twitter for Websites': 2, 'Mobile Web (M2)': 1, 'Twitter for BlackBerry': 1}"
TheBeutons,"{'Twitter Web Client': 134, 'Bandsintown': 36, 'Twitter for Websites': 11, 'ReverbNation': 5, 'SoundCloud': 4, 'WordPress.com': 2, 'Twitter for iPhone': 1}"
theAmberVaughn,{'Facebook': 200}
HoodMatic,"{'Echofon': 110, 'Instagram': 82, 'Twitter for iPhone': 5, 'TweetCaster for iOS': 2}"
Mr_Rombley,"{'Twitter for iPhone': 198, 'Instagram': 1}"
ILikeeeDat_,"{'Twitter for Android': 162, 'Twitter Web Client': 13, 'Twitter for iPhone': 6, 'Twitter for iPad': 4, 'Instagram': 1, 'Photos on iOS': 1}"
vanhorck,"{'LinkedIn': 153, 'Twitter Web Client': 31, 'Twitter for Websites': 15, 'Twitter for iPhone': 1}"
beachdogboutiq,"{'Facebook': 194, 'Twitter Web App': 6}"
Autumn_Marie19,"{'Twitter for Android': 91, 'Twitter for iPhone': 27, 'Twitter Web App': 1}"
Jerry_Nobody,{'Twitter for iPhone': 3}
izoeell,"{'Twitter for Android': 116, 'Twitter Web App': 67, 'fllwrs': 13, 'Instagram': 1}"
LastingBP,"{'Lasting Blueprint': 109, 'TweetDeck': 66, 'Twitter Web Client': 9, 'Twitter for iPad': 6, 'Flamingo for Android': 6, 'Twitter for Android': 3, 'Instagram': 1}"
jovanny_nunez,"{'Twitter for Android': 172, 'Instagram': 3}"
NatalieHans,"{'Twitter Web Client': 145, 'Echofon': 41, 'Twitter for iPhone': 7, 'TheJournal.ie News on iOS': 2, 'Twitter for Websites': 2, 'Woobox': 1, 'LinkedIn': 1}"
FancyDressFam,"{'Hootsuite': 103, 'Twitter Web Client': 7}"
Carrollton_Oaks,"{'SOCi - Simplifying Social Media': 107, 'Facebook': 92, 'Twitter Web Client': 1}"
29590,{'TwitZip': 200}
nathanhoule,"{'Twitter for iPhone': 94, 'Twitter Web Client': 60, 'Instagram': 30, 'Twitter for Mac': 8, 'TweetDeck': 3, 'Twitter for Websites': 1, 'Twitter Web App': 1, 'Camera on iOS': 1, 'OS X': 1, 'Camera+\u200b on iOS': 1}"
bestbet_OP,"{'Twitter Web Client': 178, 'Twitter Web App': 22}"
DavonteMcNeal_,{'Twitter for iPhone': 194}
ERuss09,"{'Goodreads': 114, 'Twitter Web Client': 71, 'Instagram': 6, 'Twitter for Websites': 6, 'Twitter for Android': 3}"
hatt_manson,"{'Twitter for Android': 165, 'Twitter Web Client': 34}"
MzBen_Frank,"{'Twitter for Android': 122, 'Twitter for iPhone': 61, 'Periscope': 4, 'Twitter Web App': 4, 'iOS': 3, 'Mobile Web (M2)': 1}"
AccessToMedia,"{'Twitter Web Client': 120, 'Buffer': 40, 'Facebook': 37, 'Twitter for Android': 1, 'Crowdfire Inc.': 1}"
Leesieloowho,{'Twitter for iPhone': 198}
towielben,"{'Twitter': 106, 'Twitter for Android': 60, 'Twitter for iPhone': 19, 'Path': 7, 'Twitter Web Client': 4, 'Twitter Web App': 1}"
ChococolatosaEI,"{'Twitter for BlackBerry®': 148, 'Livestream Twitcam': 26, 'Twitter Web Client': 10, 'biNu': 1, 'Mobile Web (M2)': 1, 'Ask.fm': 1}"
His1_1LilSecret,"{'Twitter Web Client': 147, 'Twitter for Android': 4}"
marwhal,"{'Twitter Web Client': 133, 'Twitter for iPhone': 2}"
romeomil,"{'Safari on iOS': 113, 'Twitter Web App': 49, 'Twitter Web Client': 28, 'Twitter for Websites': 5, 'Mobile Web': 4, 'Camera on iOS': 1}"
georgiaspencer_,"{'Twitter for iPad': 152, 'Twitter for iPhone': 25, 'Twitter for BlackBerry®': 18, 'Photos on iOS': 1}"
12Amyd,"{'Twitter Web Client': 76, 'Twitter for BlackBerry®': 72, 'Fanzy.com': 5, 'Twitter for Websites': 2, 'Twitition': 1}"
OpticalH,"{'ContentStudio.io': 199, 'Twitter Web Client': 1}"
BirdManOfAustin,"{'Twitter for iPhone': 163, 'Twitter Web Client': 19}"
MixedCalibur,"{'Twitter Web Client': 103, 'Justin.tv': 6, 'TweetCaster for Android': 5, 'TweetCaster': 3, 'Twitter for iPhone': 1, 'Twitter for Android': 1, 'Faxo.com': 1}"
TrioBF,"{'UberSocial for BlackBerry': 96, 'Hootsuite': 71, 'Path': 25, 'Twitter Web Client': 2, 'Twitter for BlackBerry®': 2, 'Twitter Web App': 2}"
john_wonton,"{'Twitter Web Client': 164, 'Twitter for iPhone': 28, 'Twitter for Websites': 2}"
Brown7Ewan,"{'Twitter for Android': 161, 'Twitter Web App': 1, 'Twitter Web Client': 1}"
Ryana_yuni,{'Twitter Web App': 198}
dremac13,{'Twitter for iPhone': 199}
AnthonyyMerida,{'Twitter for iPhone': 194}
GirlWalksIn2Bar,"{'Echofon': 92, 'Instagram': 41, 'Twitter for iPhone': 23, 'Twitter Web Client': 22, 'Hootsuite Inc.': 5, 'Google': 5, 'Squarespace': 5, 'LinkedIn': 3, 'Twitter Web App': 2, 'R2 iOS Sharing': 1, 'Hootsuite': 1}"
Euvdore,"{'Twitter for BlackBerry®': 137, 'Twitter for Android': 14, 'Twitter Web Client': 10}"
bsalsberry,"{'Twitter for iPhone': 134, 'Facebook': 54, 'Instagram': 6, 'Pinterest': 3, 'iOS': 1}"
WelshLadyDi,"{'Twitter Web App': 120, 'Twitter for iPhone': 65, 'Instagram': 9, 'Twitter Web Client': 6}"
ChaceangPeatha,"{'Twitterfall': 190, 'Samsung Mobile': 6, 'Twitter for Websites': 2, 'Twitter Web Client': 1, 'Mobile Web': 1}"
steveGspires,{'Twitter for Android': 200}
CaroPuente,"{'Twitter for BlackBerry®': 81, 'Twitter Web Client': 12}"
DudeLonely,"{'Twitter Web Client': 65, 'Twitter for iPhone': 20, 'Twitter for Websites': 8, 'Twitter for Android': 7, 'Buffer': 3, 'Wren for Mac': 1, 'Tweepi': 1, 'Tweetbot for iOS': 1}"
mrussell16,"{'Twitter for iPhone': 184, 'Twitter Web Client': 2}"
SamRiches93,"{'Twitter for iPhone': 180, 'Twitter for Android': 19, 'Twitter Web App': 1}"
Collinsians,"{'Twitter Web Client': 103, 'StumbleUpon': 10}"
hozahyqolofir,"{'Mobile Web (M2)': 154, 'Twitter Web Client': 37}"
FDMGroupLtd,{'Twitter Web Client': 1}
IanMAdair,{'Twitter for iPhone': 200}
Widakidiw,"{'Twitter Web Client': 173, 'Mobile Web (M2)': 3, 'Twitter for Websites': 1}"
Noku_Gasa,{'Twitter for Android': 192}
thewatercoolers,"{'Tweet Old Post': 119, 'Hootsuite Inc.': 50, 'Revive Social App': 25, 'Google': 2, 'Twitter for iPhone': 2, 'Twitter Web App': 1, 'Twitter Web Client': 1}"
sjaLibrarian,"{'Goodreads': 90, 'Twitter Web Client': 88, 'Twitter for iPhone': 12, 'Twitter for iPad': 7, 'Mobile Web': 2}"
RandomJuliee,"{'Twitter for iPhone': 148, 'DailyBooth': 12, 'Twitter SMS': 6, 'Twitter Web Client': 4, 'Twitpic': 1, 'Twitter for Websites': 1}"
jesuspowell,"{'Twitter for Android': 199, 'Instagram': 1}"
NatTurner17,"{'Twitter for iPhone': 99, 'Twitter for Android': 88}"
tegali,"{'Twitter for iPhone': 122, 'Twitter for Android': 47, 'Twitter Web App': 1}"
Patricia__24,"{'Twitter for BlackBerry®': 83, 'Twitter for Android': 76, 'NotFollow.me en Español': 10, 'Twitter Web Client': 7, 'Instagram': 2, 'NotFollow.me': 2, 'Ask.fm': 2, 'triviacrack': 1}"
Meg_Derrick,"{'Twitter for Android': 143, 'Instagram': 47, 'Twitter for iPhone': 4, 'Twitter Web App': 2, 'Twitter Web Client': 1}"
Timeaaaa,{'Tumblr': 200}
LunaObscuraband,"{'Facebook': 194, 'ReverbNation': 2, 'iLike.com': 2, 'Twitter for Websites': 1, 'Twitter Web Client': 1}"
BMH510,"{'Twitter for Android': 189, 'Twitter Web Client': 7, 'Twitter for Android Tablets': 2, 'Periscope': 1, 'Twitter for Websites': 1}"
emcam28,"{'Twitter for iPhone': 131, 'Instagram': 50}"
WalkerHVAC,"{'Facebook': 129, 'Twitter for iPhone': 35, 'Twitter Web Client': 16, 'Twitter for iPad': 7, 'Twitter for Mac': 5, 'Twitter Web App': 2, 'iOS': 2, 'Twitter for Websites': 1, 'Mobile Web': 1}"
MsWard4Sure,"{'Twitter for iPhone': 150, 'Twitter SMS': 6}"
TheOne_Witness,"{'Twitter Web Client': 98, 'Twitter for iPhone': 78, 'Instagram': 15, 'Mobile Web': 3, 'Instagram on iOS': 1}"
racheltfrasher,"{'Twitter for iPad': 100, 'Instagram': 97, 'Twitter Web App': 1, 'iOS': 1}"
paulguarna,"{'TweetCaster for iOS': 87, 'Twitter Web Client': 85, 'Twitterrific for iOS': 19, 'Camera on iOS': 4, 'Twitter for Websites': 2, 'Photos on iOS': 2, 'Vine - Make a Scene': 1}"
wahid3111,"{'Twitter Web Client': 112, 'Twitter for Android': 38, 'iOS': 35, 'SOCXO': 7, 'Pinterest': 5, 'Flipboard': 1, 'Twitter for iPhone': 1, 'Mobile Web': 1}"
nymehaselos,"{'Mobile Web (M2)': 140, 'Twitter Web Client': 50}"
TheRealJeromeS,{'Twitter Web Client': 197}
RonaldFoudubun,{'Twitter for iPhone': 192}
missyisboo,"{'Twitter Web Client': 99, 'Twitter for iPhone': 68, 'Facebook': 21, 'Twitter for Websites': 9, 'Twitter for iPad': 2}"
carsonworldwide,"{'Facebook': 190, 'Twitter Web App': 3, 'Twitter for iPhone': 2, 'Twitter Web Client': 2, 'InGo': 2, 'Instagram': 1}"
drewlappe1,"{'Twitter for iPhone': 189, 'iOS': 2}"
SwagLikeLloyd,"{'fllwrs': 191, 'justcoz': 9}"
mskrissywithaK,"{'Twitter SMS': 156, 'Twitter Web Client': 23, 'Twitter for Android': 13, 'Twitter for iPhone': 2, 'TweetDeck': 2, 'Twitter for Websites': 1, 'Spring.me': 1, 'Photoshop Express for iOS': 1}"
donneththomas,"{'Twitter for BlackBerry®': 147, 'Mobile Web': 1}"
stewart_richie,"{'Path': 176, 'Instagram': 24}"
Shanedantel,{'Tumblr': 200}
kristenburton18,"{'Twitter for iPhone': 158, 'Twitter for iPad': 12, 'Twitter Web Client': 7, 'Twitter SMS': 2, 'Twitter Web App': 1, 'iOS': 1}"
