username,source_freq_map
greer_trey,{'Twitter Web App': 1}
VolunteerCal,{'Buffer': 200}
BevRocksIt,"{'TweetDeck': 74, 'Twitter Web Client': 58, 'Twitterrific for iOS': 3, 'Twitter for Websites': 2, 'Tweepi': 1}"
ToddMSzymczak,"{'Twitter for iPhone': 135, 'Twitter Web App': 47, 'Twitter for iPad': 18}"
IzzyBizzyBee,"{'Twitter Web Client': 181, 'Twitter for iPhone': 5, 'Twitter for Websites': 1, 'Justin Bieber Official': 1}"
850dredhead_fla,"{'Twitter for iPhone': 126, 'Twitter Web Client': 45, 'Twitter for Android': 9, 'iOS': 6, 'Twitter Web App': 4, 'Twitter for Websites': 1}"
sincityballoons,"{'Sprout Social': 115, 'Instagram': 40, 'Facebook': 21, 'Twitter Web Client': 11, 'Twitter for iPhone': 6, 'Google': 5, 'Twitter Web App': 1, 'Twitter SMS': 1}"
rightwingclerk,"{'Twitter for Android': 145, 'Twitter for iPhone': 32, 'Periscope': 13, 'Twitter for Windows': 1, 'Twitter Web Client': 1}"
hm400,"{'Twitter Web Client': 72, 'Instagram': 61, 'Twitter for iPhone': 56, 'Twitter for Websites': 3, 'ZOZOTOWN福引': 2, 'Twitter for iPad': 2, 'Ride100days': 2, 'ZOZOナンバー': 1, 'ZOZOトランプ': 1}"
HIMLOVER666,"{'Twitter Web Client': 132, 'MeetMe Share': 30, 'Twitter SMS': 19}"
GIfore3,{'Twitter for iPhone': 184}
RandiLyman,"{'Twitter for iPhone': 140, 'Twitter Web Client': 53, 'Twitter Web App': 4, 'Yelp': 1, 'LinkedIn': 1, 'Twitter for Mac': 1}"
cheupswarayi,"{'Twitter for Android': 156, 'Twitter Web Client': 18, 'Twitter Web App': 10, 'Hootsuite Inc.': 8, 'Mobile Web (M2)': 5}"
RickAdkinsKy,"{'Twitter Web Client': 104, 'ESV Bible App iApple': 42, 'Twitter for Android': 36, 'Twitter for BlackBerry®': 11, 'Twitter SMS': 6, 'TweetCaster for Android': 1}"
asihrahmawaati,{'Twitter for BlackBerry®': 187}
robin_burrow,"{'Twitter for iPhone': 184, 'Twitter Web Client': 6}"
2legato,"{'Instagram': 113, 'Twitter Web App': 56, 'Twitter Web Client': 26, 'Twitter for iPhone': 1, 'Echofon': 1}"
jofawubezi,"{'Mobile Web (M2)': 198, 'Twitter Web Client': 1}"
philedington,{'Twitter for iPhone': 194}
taylorjday,"{'Twitter for iPhone': 183, 'Twitter Web App': 13}"
arebellefleur,"{'Whounfollowedme.Org': 113, 'Twitter for iPhone': 44, 'Twitter Web Client': 41, 'Instagram': 1}"
JLaBouff,"{'Twitter for Android': 86, 'Twitter Web App': 11, 'Twitter Web Client': 11, 'Twitter SMS': 1}"
triforcecourage,"{'Twitter Web Client': 67, 'Twitter for BlackBerry®': 52, 'Twitter SMS': 36, 'Twitter for iPhone': 32, 'Twitter for Websites': 1}"
lOVELY_tHICKENZ,{'Twittascope': 200}
EnviroTitbits,"{'Mailchimp': 104, 'Twitter Web Client': 80, 'Twitter for Android': 9, 'TweetDeck': 4, 'Twitter Web App': 2, 'NationBuilder': 1}"
laulenalily,"{'Twitter for iPhone': 120, 'Twitter Web Client': 3, 'iOS': 2}"
KSeabolt,"{'Twitter for iPhone': 188, 'Foursquare': 6, 'Twitter for Websites': 2, 'iOS': 2, 'Twitter Web Client': 1}"
CherhysAaliyah,{'Twitter for BlackBerry®': 121}
eddydominguez,"{'Hootsuite': 123, 'LinkedIn': 61, 'Twitter for iPhone': 11, 'Twitter Web Client': 4, 'Mobile Web': 1}"
andrea_bentley,{'Twitter for iPhone': 197}
_skippppppp,{'Twitter for iPhone': 190}
Renji691,"{'Twitter Web Client': 97, 'Twitter Web App': 36, 'Google': 22, 'Twitter for Android': 16, 'Twitter for Windows Phone': 11, 'PlayStation(R)4': 7, 'Twitter': 4, 'Twitter for Websites': 3, 'Gleam Competition App': 2}"
hipsnpits,"{'Twitter for iPhone': 196, 'Instagram': 2, 'Twitter for Android': 1}"
vrilljavier,"{'Twitter for Android': 160, 'Twitter for iPhone': 34, 'Twitter for Websites': 3, 'Twitter Web Client': 1, 'WinScholarships': 1}"
Johndcaudwell,"{'Twitter for iPhone': 123, 'TweetDeck': 61, 'Twitter Web App': 10, 'Twitter for iPad': 3, 'Twitter for Android': 3}"
DavidFisetRoss,"{'Twitter for iPhone': 171, 'Twitter Web Client': 24, 'Instagram': 4}"
leoneltneco,{'Twitter for iPhone': 200}
pierremrmd,"{'Mobile Web': 86, 'Mobile Web (M2)': 26, 'Twitter Web Client': 16}"
Sustainche,"{'Twitter Web App': 196, 'Twitter Web Client': 4}"
Sj_Ocean,"{'Twitter Web Client': 168, 'Twitter for Android': 24}"
gicela,"{'Twitter Web Client': 115, 'Twitter for iPhone': 50, 'Twitter Web App': 22, 'WordPress.com': 6, 'TweetDeck': 5, 'Instagram': 1, 'OreoVideoMaker': 1}"
diegocg74,"{'Twitter for BlackBerry®': 187, 'Twitter for iPhone': 2}"
Suloni,"{'Twitter Web Client': 143, 'Goldbird': 57}"
Team__Jem,{'Twitter Web Client': 190}
NottinghamCitz,"{'Twitter for Android': 107, 'Twitter for iPhone': 85, 'Twitter Web App': 7, 'Twitter Web Client': 1}"
ShuffMan81,"{'Twitter for BlackBerry®': 165, 'Twitter for Android': 21, 'Mobile Web': 10, 'Twitter Web Client': 4}"
OnlyFlecxhia19,{'Plurk': 200}
kitaroshic,"{'twitterfeed': 145, 'Mobile Web (M2)': 34, 'Twitter Web Client': 14, 'Mobile Web': 3}"
Undeadabyss,"{'Twitter for BlackBerry®': 83, 'Twitter for iPhone': 78, 'Twitter Web Client': 4, 'iOS': 3}"
Miss_KMC_XOXO,{'Twitter for iPhone': 195}
kim_91813,"{'Twitter for iPhone': 114, 'Twitter for Android': 65}"
Ramkamal,{'Twitter for Android': 200}
HumbleMaria,"{'Twitter for iPhone': 197, 'Twitter for Android': 2}"
adhenovan,"{'Twitter for Android': 112, 'Twitter for BlackBerry®': 28, 'Path': 21, 'Twitter Web Client': 15, 'Twitter for iPad': 14, 'Twitter for iPhone': 5, 'Instagram': 2}"
amandajhenke,"{'Twitter for iPhone': 159, 'Twitter Web App': 40}"
ForRentDFW,"{'Facebook': 198, 'Twitter Web Client': 2}"
benmacca_1,"{'Twitter for Android': 84, 'Twitter for iPhone': 80, 'Twitter for BlackBerry®': 23, 'Instagram': 2, 'Safari on iOS': 1, 'Twitter Web App': 1, 'Football Chairman Lite on iOS': 1, 'Sickipedia on iOS': 1, 'Photos on iOS': 1}"
DWBIA,"{'Buffer': 84, 'Twitter Web Client': 36, 'Constant Contact': 33, 'Twitter for Android': 30, 'Instagram': 8, 'Twitter Web App': 6, 'Twitter for iPhone': 3}"
Hit_The_Apex_Yo,"{'Twitter for Android': 193, 'Xbox One Social': 4}"
mariofelicio007,"{'Twitter for iPhone': 119, 'Twitter Web Client': 73, 'LinkedIn': 5, 'Instagram': 2, 'Twitter for iPad': 1}"
IDGAF_Jas,"{'Twitter Web App': 194, 'Twitter for iPhone': 2}"
NickySilvestre_,"{'fllwrs': 114, 'Twitter for Android': 79, 'Instagram': 6}"
BrittanyAlgorri,"{'Facebook': 199, 'Twitter for Android': 1}"
amanfo22,"{'Twitter for iPhone': 144, 'Twitter for Android': 51, 'Twitter Web Client': 4, 'Twitter Web App': 1}"
HisPoet4life,"{'Facebook': 195, 'Twitter for Android': 4, 'Instagram': 1}"
luisdfghjkl_,"{'Twitter SMS': 145, 'Twitter for iPhone': 51, 'Twitter for Android': 2, 'Twitter Web Client': 1}"
ss_marlon1009,"{'Twitter for iPhone': 179, 'Twitter for iPad': 3}"
Wayans_Jr,"{'Twitter for iPhone': 128, 'Twitter Web Client': 64, 'Twitter for Android': 4}"
J_OS4,"{'Instagram': 155, 'Twitter for iPhone': 40, 'Safari on iOS': 1, 'Twitter for Android': 1, 'Jetpack Joyride on iOS': 1}"
McLeodJean,"{'Twitter for iPad': 104, 'Twitter for iPhone': 29, 'iOS': 5}"
Niqimo,"{'Facebook': 83, 'Twitter for Android': 36, 'Twitter Web Client': 29, 'Twitter SMS': 24, 'Instagram': 13, 'Mobile Web': 7, 'erased858': 4, 'Mobile Web (M2)': 2}"
Letsgolovin,"{'fllwrs': 121, 'Crowdfire Inc.': 79}"
faleyeibrahim,"{'Twitter for Android': 198, 'Instagram': 2}"
SueAnneODonnell,"{'Twitter for iPhone': 145, 'Facebook': 55}"
lavargas91,"{'Twitter Web Client': 109, 'Twitter for iPhone': 60, 'Instagram': 23, 'Twitter for iPad': 6, 'iOS': 1}"
CJ2Blessed,"{'Twitter for Android': 157, 'Twitter Web Client': 42}"
ZeeDaddy09,"{'Twitter for Android': 101, 'Twitter Web App': 80, 'Instagram': 9, 'Twitter Web Client': 6}"
OrangeGene,"{'Twitter Web Client': 184, 'Twables': 12, 'Yelp': 3, 'Twitter for Websites': 1}"
CameronTuttle,"{'Twitter Web Client': 126, 'Facebook': 20, 'Twitter for Websites': 4, 'Echofon': 3, 'Tumblr': 3, 'Wefollow': 1}"
DylanPeninger13,"{'Twitter for iPhone': 185, 'Twitter Web App': 15}"
myboyprobs,{'Twitter Web Client': 117}
BelloMaBello,"{'Twitter for iPhone': 171, 'Twitter Web App': 26}"
nayagams20,"{'Twitter for iPhone': 151, 'Facebook': 33, 'Twitter Web Client': 8, 'Twitter for Android': 7, 'Instagram': 1}"
AnarkyPaintball,{'Facebook': 199}
VancouverCX,"{'Twitter Web Client': 61, 'Twitter for iPhone': 34, 'Twitter for iPad': 29, 'Facebook': 28, 'Twitter for Websites': 5, 'Hootsuite': 3, 'TweetMeme': 2, 'Photos on iOS': 1}"
hunter_mccollum,"{'Twitter for iPhone': 122, 'fllwrs': 64}"
Cloeyyyyy17,"{'Twitter Web Client': 90, 'Twitter SMS': 24, 'Twitter for Websites': 3, 'Tinychat Connector': 1, 'Twitpic': 1}"
amsb92,"{'iOS': 199, 'Twitter for iPhone': 1}"
genhoey,"{'Twitter Web Client': 148, 'Twitter for iPhone': 11, 'Instagram': 7, 'TweetDeck': 6, 'Twitter for Websites': 3, 'TweetMeme': 2, 'Twitter Web App': 1, 'Twitterrific for Mac': 1, '': 1}"
SaraJustinMaya,"{'Twitter Web Client': 184, 'Twitter for iPhone': 6, 'GifBoom App': 1}"
FossilMusic,"{'Twitter Web Client': 90, 'Twitter for Android': 83, 'Twitter Web App': 13, 'Twitter for Websites': 10, 'Instagram': 2, 'Thunderclap': 1, 'Mobile Web': 1}"
Acorrato,"{'Twitter for iPhone': 121, 'Instagram': 45, 'Twitter Web Client': 20, 'Twitter Web App': 4, 'Twitter for iPad': 4}"
SandraNowak1,{'twitterfeed': 200}
slowwcentury,"{'Twitter for iPhone': 198, 'Twitter Web App': 1}"
junnhamid,"{'Twitter for iPhone': 174, 'Instagram': 8, 'iOS': 8, 'Keek on iOS': 4, 'Twitter Web Client': 2, 'Twitter for BlackBerry®': 2, 'Path': 1}"
tarakateq,{'Twitter for iPhone': 200}
toannguyenduc,{'Twitter Web Client': 1}
RHSRoyalReport,"{'Twitter for iPhone': 143, 'Twitter Web Client': 39, 'Twitter for Websites': 6, 'Twtpoll by 63 Squares': 3, 'Twitter for iPad': 2}"
Hips_AintLyinq,{'Twitter for Android': 199}
czinderlaszlo,"{'Twitter Web Client': 55, 'Facebook': 36, 'SoundCloud': 15, 'TweetDeck': 8, 'PRDCR': 7, 'Twitter for Websites': 3, 'Pay with a Tweet': 1, 'Twitter for Android': 1}"
bebelsouza,"{'Instagram': 102, 'Facebook': 32, 'Google': 27, 'Twitter for iPhone': 24, 'Tumblr': 4, 'Kindle': 2, 'Twitter Web Client': 2, 'iOS': 2, 'Mobile Web': 2, 'Periscope': 1, 'Ripl App': 1, 'SoundCloud': 1}"
HenryHo777,"{'Twitter Web Client': 194, 'Mobile Web': 3, 'Twitter for Websites': 2, 'Microsoft': 1}"
luisluque,"{'Twitter for Android': 125, 'LinkedIn': 51, 'Twitter Web Client': 15, 'Twitter Web App': 7, 'Periscope': 1}"
mantus2006,"{'Instagram': 100, 'Twitter for Android': 54, 'Twitter Web Client': 18, 'Google': 10, 'Periscope': 3, 'Twitter Web App': 3, 'Twitter SMS': 3, 'Tinychat Connector': 2, 'Untappd': 1, 'Twitter for Websites': 1, 'Mobile Web': 1, 'Twitter for iPhone': 1}"
SweetSun222,"{'Twitter for Android': 189, 'Twitter Web Client': 7, 'Twitter Web App': 3}"
kamila_telman,"{'Twitter for iPhone': 165, 'Twitter Web Client': 1}"
iamsuperleji,"{'Twitter Web Client': 57, 'Twitter for iPhone': 24, 'Instagram': 4}"
AliSeibert,"{'Twitter Web Client': 4, 'Twitter for iPhone': 2}"
SimplyFreeXoXo,"{'Seesmic': 106, 'Twitter Web Client': 58, 'Instagram': 28, 'Twitter for Websites': 1, 'Games With Friends': 1}"
SarahPuhl,"{'Instagram': 167, 'Twitter for iPhone': 30, 'Twitter SMS': 3}"
vidiotz,"{'Twitter for Android': 141, 'Twitter Web App': 56, 'Twitter Web Client': 3}"
VaticanBeats,{'Facebook': 200}
mushey_pea,"{'Twitter for iPhone': 185, 'Twitter Web Client': 11, 'Mobile Web': 1}"
Vegan_Tree,"{'Twitter for iPad': 97, 'Twitter Web App': 73, 'Tumblr': 16, 'Twitter for iPhone': 13, 'Twitter Web Client': 1}"
Lil_Selly,"{'Twitter for Android': 174, 'Instagram': 1, 'Twitter for Websites': 1, 'Twitter Web App': 1, 'Twitter Web Client': 1}"
helenhighwater5,{'Twitter for iPhone': 199}
HauntMag,"{'Instagram': 104, 'Twitter Web Client': 76, 'Twitter for iPhone': 19, 'Twitter for Android': 1}"
Charlo766HI,"{'Facebook': 153, 'Twitter Web Client': 15, 'Twitter for BlackBerry®': 9, 'Twitter for Android': 6, 'UberSocial for Android': 5, 'Instagram': 4}"
jmholmes77,"{'Twitter for iPhone': 136, 'Twitter Web Client': 54, 'Twitter for Android': 9, 'Twitter Web App': 1}"
eleanor_21,"{'Twitter for iPhone': 169, 'Instagram': 18, 'Twitter Web Client': 4}"
ajfreshhh,{'Twitter for iPhone': 194}
cantacunt,{'Twitter for iPhone': 160}
RawlieBuddz,"{'Twitter for iPhone': 195, 'Xbox One Social': 5}"
osilvestre,"{'Sprout Social': 135, 'GaggleAMP': 45, 'Twitter Web Client': 11, 'Twitter for iPhone': 4, 'Mobile Web': 3, 'Twitter for Websites': 2}"
JonathanPWiles,"{'Twitter for iPhone': 98, 'Twitter for iPad': 59, 'Twitter Web Client': 11, 'Twitter for Websites': 8, 'Photos on iOS': 5, 'iOS': 4, 'Instagram': 3, 'eBay Mobile for iPhone': 3, 'Runkeeper': 3, 'Twitter for Android': 1, 'Vine - Make a Scene': 1, 'Metro Online': 1, 'Camera on iOS': 1}"
HeLovesGod,"{'Twitter for iPhone': 194, 'Instagram': 2, 'SumAll': 1}"
mzpink87,"{'Twitter for Android': 102, 'Twitter for iPhone': 42, 'Twitter Web Client': 10, 'Mobile Web': 3, 'Twitter for Websites': 1, 'iOS': 1}"
Aae_kay,"{'Plume for Android': 182, 'Instagram': 1, 'Twitter SMS': 1, 'Twitter Web Client': 1, 'Twitter for Android': 1}"
thatkiddkia,"{'Twitter for iPhone': 5, 'Twitter for Android': 1}"
GCentralWire,{'twitterfeed': 200}
SinduSven,"{'Twitter for BlackBerry®': 181, 'Twitter Web Client': 5, 'Foursquare': 2}"
MattyCrabtree16,{'Twitter for iPhone': 198}
Planetgiftcouk,"{'Twitter Web Client': 127, ""iContact's Social Tools"": 33, 'Buffer': 31, 'Twitter for Websites': 4}"
reginajwade,"{'Twitter for BlackBerry®': 61, 'Instagram': 54, 'TweetCaster for Android': 21, 'Twitter Web Client': 8, 'Twitter Web App': 1}"
educatedthug01,"{'Twitter for BlackBerry®': 66, 'TweetDeck': 51, 'UberSocial for BlackBerry': 32, 'Twitter for Android': 27, 'Twitter Web Client': 23}"
RyanHolley7,"{'Twitter for Android': 113, 'Twitter for iPhone': 58, 'Mobile Web (M2)': 25, 'Twitter Web Client': 1}"
wk_yuen,"{'TweetDeck': 71, 'Twitter for iPhone': 51, 'Twitter for Android': 45, 'Twitter Web Client': 15, 'Twitter for Android Tablets': 15, 'Flipboard': 1}"
michelbites,"{'Facebook': 91, 'Trakt.tv': 60, 'Twitter for Android': 17, 'MyFitnessPal': 11, 'Instagram': 10, 'Twitter Web Client': 6, 'Twitter Web App': 2, 'Google': 1, 'Internet Defense League': 1}"
nelajhoyo,"{'Instagram': 143, 'Twitter for Android': 57}"
stormyohannigan,{'Twitter Web Client': 121}
ShellieRene24,"{'Twitter for iPhone': 148, 'Twitter for Android': 34, 'Foursquare': 6, 'Photos on iOS': 3}"
MissAnitaM_ITV,"{'Twitter for Android': 160, 'Twitter Web Client': 21, 'Twitter Web App': 14, 'Instagram': 2}"
MADXDREXMH,"{'Twitter for Android': 182, 'UberSocial for Android': 8, 'Mobile Web': 6, 'Twitter Web Client': 3, 'Twitter for Websites': 1}"
WesleyJvonRoy,{'Twitter for iPhone': 191}
JDavisZellner,"{'Twitter for iPad': 71, 'LinkedIn': 47, 'Twitter Web Client': 34, 'Twitter for Websites': 29, 'Twitter for iPhone': 11, 'bitly bitlink': 2, 'Twitter SMS': 2, 'Safari on iOS': 2}"
OxWoman,"{'Twitter for Android': 180, 'Twitter Web Client': 8, 'Twitter for Websites': 3}"
YodaJedi1,{'Twitter Web Client': 196}
ILOVEBAVO,"{'Twitter for BlackBerry®': 146, 'erased994719': 28, 'Twitter for Android': 19, 'Twitter Web Client': 4, 'Social by Nokia': 2, 'Twitter Web App': 1}"
Tristan_15xx,"{'MeetMe Share': 196, 'Twitter Web Client': 4}"
cal92scho,"{'Twitter for iPhone': 196, 'PlayStation(R)4': 2}"
vogelsn,"{'Instagram': 110, 'Twitter for iPhone': 68, 'Twitter Web Client': 8, 'iOS': 4, 'Spotify on iOS': 1, 'Twitter for Websites': 1, 'Vine - Make a Scene': 1}"
Comtryboy21,"{'Dare Video': 194, 'Twitter for Websites': 2, 'Twitter for iPhone': 2, 'iOS': 1, 'SongPop Free on iOS': 1}"
lauraleejensen,"{'Twitter for iPhone': 176, 'Twitter Web App': 7}"
CharCorrigan,"{'Twitter for iPhone': 197, 'Twitter for BlackBerry®': 2}"
clookstatus,"{'Clook NOC': 184, 'Twitter Web Client': 10, 'Hootsuite': 4, 'Twitter Web App': 2}"
jjmakescartoons,"{'Twitter for iPhone': 116, 'Twitter Web Client': 48, 'Twitter Web App': 26, 'Twitter for Android': 5, 'Twitter for iPad': 1}"
Youngkemt360,"{'Twitter Web Client': 111, 'Instagram': 40, 'Mobile Web (M2)': 15, 'Twitter for Android': 12, 'Twitter for Websites': 4, 'Google': 3, 'Mobile Web': 3, 'nirewuzaka global spor app': 3, 'Twitter for Windows': 2, 'wosidorex always global app': 1, 'Twitter SMS': 1}"
XxLimahxX,"{'Twitter Web Client': 111, 'Twitter for iPad': 16, 'Mobile Web': 2, 'Tap The Frog HD on iOS': 1}"
_AlienTrash_,"{'Twitter for Android': 131, 'Twitter Web Client': 38}"
barharbor,{'Twitter Web Client': 200}
modernnhippie,"{'Twitter for iPhone': 96, 'Twitter for Android': 58}"
1sLady_BRITBRAT,"{'Mobile Web': 137, 'Twitter Web Client': 60}"
NhanhaQuizzical,{'Twitter for BlackBerry®': 190}
DamonxSalv,{'Echofon': 200}
TheFUTstore,"{'Twitter for BlackBerry®': 92, 'Twitter Web Client': 73, 'UberSocial for BlackBerry': 29, 'TweetCaster for Android': 5}"
Quinowns,"{'Osfoora for iOS': 42, 'Twitter for iPhone': 25, 'SimpleTwit iPhone': 9, 'Twitter Web Client': 9, 'Mobile Web': 7, 'Duo for iPhone': 6, 'TwitBird': 5, 'TweetDeck': 4, 'Echofon': 3, 'SimplyTweet': 2, 'Twitterrific for iOS': 2, 'Twitter for Websites': 1, 'Picbounce': 1, 'Ustream.TV': 1, 'Twittelator': 1}"
ThirteenthGirl,"{'Twitter for Android': 161, 'Twitter Web Client': 6, 'Twitter Web App': 1}"
m_burke42,"{'Twitter for Android': 173, 'Twitter for iPhone': 25}"
ARSON63,"{'fllwrs': 197, 'Twitter for iPhone': 3}"
emerbieber14,"{'Twitter for iPad': 174, 'Instagram': 17, 'Twitter for iPhone': 2, 'iOS': 2, 'Livestream Twitcam': 1}"
_xPINKStarBitch,"{'Twitter Web Client': 195, 'Mobile Web': 5}"
HireMeRoger,"{'Twitter Web Client': 102, 'Twitter for Websites': 4, 'Mobile Web (M2)': 3, 'TweetMeme': 2}"
LindaADeCarlo,"{'Hootsuite': 196, 'Twitter for Websites': 2, 'Twitter Web Client': 2}"
music_iz_lyfe17,"{'Twitter for iPhone': 142, 'TweetCaster for Android': 32, 'Twitter Web App': 11, 'Instagram': 6, 'iOS': 4, 'Camera on iOS': 1}"
eoset,"{'Twitter for iPhone': 92, 'Instagram': 20, 'Twitter Web Client': 13, 'Twitter for Android': 5, 'Echofon': 3, 'Twitter for iPad': 1}"
andreslombana10,"{'Twitter Web Client': 51, 'Flickr': 51, 'Google': 37, 'Twitter for Websites': 24, 'Instagram': 15, 'Twitter for iPad': 7, 'Twitter for iPhone': 4, 'Photos on iOS': 4, 'LoyaltyPlus': 1, 'YouTube on iOS': 1, 'Social Affairs + on iOS': 1, 'Safari on iOS': 1, 'Snapseed on iOS': 1, 'Corso12': 1, 'erased_234897': 1}"
Cali_Dreams_420,"{'Twitter Web Client': 192, 'Twitter for iPhone': 7, 'Safari on iOS': 1}"
dlarkie,"{'Twitter Web Client': 51, 'Twitter for Android': 47, 'Instagram': 41, 'Twitter for  Android': 32, 'Twitter for iPhone': 9}"
LoveNever_Stops,{'erased994719': 200}
Thea_1D_JB,"{'Twitter for iPhone': 58, 'Twitter Web Client': 48, 'Instagram': 35, 'erased_234897': 13, 'Twitition': 1, 'Twitter for Websites': 1, 'Photos on iOS': 1, 'Ustream.TV': 1, ""Justin Bieber's Tee-Shirt"": 1, 'Instagram on iOS': 1}"
popy2000,"{'Twitter for iPhone': 182, 'Instagram': 14, 'Twitter Web Client': 2, 'Twitter Web App': 1}"
vindyrusli,"{'Path': 148, 'Instagram': 52}"
RedViolet_10,"{'Twitter for iPhone': 188, 'Instagram': 2, 'Twitter Web App': 1, 'Twitter Web Client': 1, 'Mobile Web': 1, 'Stories Travel': 1}"
diamondlarrt,"{'Twitter Web Client': 78, 'Kindle': 59, 'Gowalla': 36, 'Twitter for iPhone': 7, 'YouVersion': 6, 'Twidroyd for Android': 5, 'TwidroydPRO': 4, 'Twitter for Websites': 3, 'VoterVoice Tweet': 1}"
piyu_31,"{'Twitter for Android': 198, 'Twitter Web Client': 1}"
bshafer183,"{'Twitter for Android': 132, 'Twitter SMS': 12, 'mPLUS Rewards': 11, 'Twitter Web Client': 4, 'Twitter Web App': 1}"
Linda_Adam,"{'Mobile Web': 104, 'Twitter for iPhone': 91, 'iOS': 4, 'Twitter Web App': 1}"
_nariyahXO,{'Twitter for iPhone': 194}
margaretaruth,"{'Twitter for BlackBerry®': 148, 'Twitter Web App': 20, 'Twitter for Android': 17, 'Twitter Web Client': 6, 'Foursquare': 3, 'Twitter for Windows': 1, 'SoundCloud': 1}"
DavidCookieZz,"{'Twitter for Android': 47, 'Twitter Web Client': 31, 'Instagram': 2, 'Twitter SMS': 2, '4 Pics 1 Song': 1, 'Twitter for Websites': 1, 'Circle App': 1, 'Xbox One Social': 1}"
tcimc,"{'Twitter Web Client': 186, 'TweetDeck': 7, 'Twitter for iPhone': 3, 'Twitter SMS': 2, 'Mobile Web': 2}"
SandraChamplain,"{'Twitter Web Client': 188, 'Twitter Web App': 7, 'Twitter for Android': 3, 'Libsyn On-Publish': 2}"
dechicaholic,{'Instagram': 200}
NeilDurant,"{'Fenix 2': 129, 'Fenix for Android': 45, 'Twitter Web Client': 18, 'Twitter Web App': 2}"
rejanio_prof,"{'Twitter Web Client': 199, 'DISQUS': 1}"
SimpIyLeanne,"{'TweetCaster for Android': 148, 'Twitter for Android': 27, 'Twitter Web Client': 20, 'Seesmic': 4, 'twextra.com': 1}"
DeadRobertMoses,"{'Echofon': 50, 'Hootsuite': 49, 'Twitter Web Client': 13}"
BradThompson59,"{'Twitter Web Client': 114, 'Twitter for Android': 76, 'LinkedIn': 2, 'Twitter SMS': 2}"
JackAtCCSU,"{'Twitter for Android': 134, 'Twitter Web Client': 21, 'Twitter Web App': 3, 'Gleam Competition App': 1, 'Mobile Web': 1, 'Twitter for Websites': 1}"
Revkahlil,"{'Facebook': 125, ""iContact's Social Tools"": 53, 'Twitter Web Client': 14, 'Twitter for Android': 3, 'Twitter SMS': 3, 'Thumbtack.com': 1}"
trottyforlife,{'Twitter for Android': 200}
thornypebble,"{'TweetDeck': 66, 'Twitter for iPhone': 40, 'Twitter Web Client': 25, 'Instagram': 20, 'TweetChat': 19, 'Twitter for iPad': 15, 'WordPress.com': 13, 'Twitter for Websites': 1, 'iOS': 1}"
aces310,"{'Twitter for Android': 163, 'Twitter for iPhone': 3, 'Twitter SMS': 3, 'Twitter Web Client': 1, 'Twitter for Android Tablets': 1}"
amanda_wax,"{'Twitter Web Client': 173, 'Twitter for iPhone': 1}"
LoveMusic_UK,"{'Twitter for Android': 175, 'Twitter Web Client': 23}"
SarahTsalisiani,"{'Twitter for Android': 198, 'fllwrs': 1}"
loisesgewa,"{'Twitter Web Client': 99, 'erased994719': 83, 'Twitter for  Android': 5, 'Instagram': 3, 'Twitter for iPhone': 1}"
RamaTabane,"{'Twitter for BlackBerry®': 125, 'Twitter Web Client': 2}"
hypnation,{'Twitter for iPhone': 182}
Adefined_Beauty,"{'TweetCaster for Android': 175, 'Twittascope': 19, 'Twitter Web Client': 3}"
uPPONI_cFC,{'Twitter for Android': 197}
Casvanderloo,"{'Twitter for Android': 198, 'Instagram': 1, 'Twitter Web App': 1}"
TobyMacdonnell,"{'Twitter Web Client': 132, 'Twitter for Android': 52, 'Internet Defense League': 9, 'Twitter Web App': 5, 'Kindle': 1}"
LezzMn,"{'Twitter for iPhone': 182, 'Twitter Web App': 15, 'Instagram': 2}"
Cathers_H,"{'Twitter for Android': 198, 'Instagram': 1, 'Twitter Web App': 1}"
PrettyBoyLex,"{'Twitter for Android': 168, 'Twitter Web Client': 24, 'Twitter for iPhone': 3}"
_AcTaRuS,"{'Twitter for Android': 195, 'Twitter Web Client': 3, '  HTC Peep': 1}"
BostonPioneers,"{'Twitter Web App': 103, 'Twitter Web Client': 91, 'Twitter for Android': 6}"
mvvi,"{'Twitter for BlackBerry®': 81, 'Twitter Web Client': 39, 'Twitter Web App': 1}"
DaintonPBS,"{'Twitter Web Client': 145, 'TweetDeck': 50, 'Twitter Web App': 5}"
balrajhk,"{'Twitter for iPhone': 168, 'Instagram': 25}"
1stepts,{'twitterfeed': 200}
FayeRaby,"{'MOTOBLUR': 139, 'Pinterest': 18, 'Twitter for Android': 16, 'Status Shuffle': 13, 'Mobile Web': 8, 'mPLUS Rewards': 3, 'Twitter Web Client': 1, 'sketchguru.org': 1}"
ksanchez0325,"{'Twitter Web Client': 109, 'Twitter for BlackBerry®': 40, 'Twitter for Websites': 24, 'Twitter for Windows Phone': 10, 'InfluensterApp': 10, 'Post with Klout': 3, 'ipsy Official': 3, 'SML Production': 1}"
TaazaJobs,{'Hootsuite': 200}
JenAtSpen,"{'Instagram': 97, 'Twitter Web Client': 61, 'Twitter Web App': 36, 'Buffer': 5, 'Mailchimp': 1}"
djcwells,"{'Twitter for Android': 133, 'Twitter for iPhone': 31, 'GOAT - Sneaker Marketplace': 19, 'Twitter Web App': 7, 'Twitter Web Client': 3}"
ckoukkos,"{'Twitter for Android': 109, 'Twitter Web Client': 57, 'Instagram': 29, 'WordPress.com': 5}"
