username,userid,nFollowers,nFollowings,FollowersToFollowing,nLists,nFavs,nPosts,geo,location,url,description,verified,bot_in_name,bot_in_des,fav_tweets,fav_retweets,fav_replies,ret_tweets,ret_retweets,ret_replies,pop_fav_tweets,pop_fav_retweets,pop_fav_replies,pop_ret_tweets,pop_ret_retweets,pop_ret_replies,nPostMention,nPostQuote,nPostPlace,Tavg,age,screen_name_len
QueensLibrary,1113080602327216128,34,0,,0,1,1,0,0,0,1,0,0,0,0,0,0,0,3,0,,,,,,,1,0,0,,401292470.0,13
madsencycles,19414931,3348,146,22.931506849315067,153,2644,3180,1,1,1,1,0,0,0,121,0,7,31,2611,0,0.004903947475074977,0.0,0.0039954337899543385,0.0012563832374159034,0.9412400865176641,0.0,44,26,13,96030.145,79824378.0,12
RejoiceAmerica,36776407,15808,4715,3.3527041357370098,128,93,739629,0,1,1,1,0,0,0,38,0,0,6,0,0,4.029692470837752e-05,,,6.362672322375398e-06,,,130,0,0,372.015,88204889.0,14
KatonaHamletHub,2196094538,889,398,2.2336683417085426,24,93,4874,0,1,1,1,0,0,0,52,0,0,19,0,0,0.0006532663316582914,,,0.00023869346733668343,,,86,0,0,96777.025,231604727.0,15
Satellite_board,43167912,686,98,7.0,20,5,3534,0,1,1,1,0,0,0,43,0,0,14,0,0,0.002193877551020408,,,0.0007142857142857144,,,116,0,0,517507.7,90614425.0,15
stretchd,1332901430,6710,845,7.940828402366864,161,1246,276049,1,1,0,1,0,0,0,81,0,5,59,4,1,0.0008263619669455213,0.0,7.129108148570614e-05,0.0006019179759232809,0.004733727810650888,1.4258216297141229e-05,97,15,37,12634.69,212377514.0,8
ssnaqi,508961057,4471,1124,3.977758007117438,156,201939,274691,0,1,0,1,0,0,0,2,0,3,0,333353,0,0.0017793594306049821,0.0,0.0026690391459074734,0.0,1.5446739694543299,0.0,193,40,0,738.8350515463917,177608414.0,6
LawScribes,379871110,6119,1634,3.744798041615667,290,11363,74707,0,1,1,1,0,0,0,145,0,22,128,5520,8,0.0011092411260709915,0.0,0.0007479940160478717,0.0009791921664626683,0.033119735042119666,0.00027199782401740786,133,37,0,3399.485,164052431.0,10
GhJokes_News,1129756027,1139,3,379.6666666666667,101,0,283781,1,1,0,1,0,0,0,14,0,0,7,0,0,0.023333333333333334,,,0.011666666666666667,,,0,0,0,353.335,206502385.0,12
bonfiresband,2551120254,2299,9,255.44444444444446,14,8278,7082,1,0,1,1,0,0,0,2413,0,758,371,28149,192,4.062289562289562,0.0,1.108187134502924,0.6245791245791246,57.91975308641976,0.2807017543859649,120,20,1,432249.6632653061,249173955.0,12
CapDemo,64288569,372,55,6.763636363636364,16,14,29776,1,1,1,1,0,0,0,71,0,14,6,70,0,0.007334710743801653,0.0,0.011067193675889328,0.0006198347107438016,1.2727272727272727,0.0,24,7,0,439527.76,96941184.0,7
BoomersUltimate,2797837100,1821,1232,1.4780844155844155,225,343,28929,0,1,1,1,0,0,0,40,0,0,24,0,0,0.00016233766233766234,,,9.74025974025974e-05,,,9,0,0,2394.565,257258181.0,15
Photuts,339665283,771,167,4.616766467065868,77,256,68971,0,0,0,1,0,0,0,15,0,0,2,0,0,0.0004491017964071856,,,5.988023952095808e-05,,,0,0,0,10002.325,158332995.0,7
clientspot,44946161,1569,2313,0.6783398184176395,26,11,1248,0,1,1,1,0,0,0,27,0,0,3,0,0,5.836575875486382e-05,,,6.485084306095979e-06,,,30,0,0,19457.955,91301613.0,10
FlyersViews,3103031850,1396,437,3.194508009153318,38,21,28166,0,0,0,1,0,0,0,37,0,0,3,0,0,0.00042334096109839816,,,3.432494279176201e-05,,,0,0,0,7618.4,274099147.0,11
stwd29639,3224437299,0,12,0.0,1,0,84902,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0004166666666666667,,,0.0,,,0,0,0,365.94,277478559.0,9
libertytin,3306759373,194,7,27.714285714285715,1,0,37,0,1,1,1,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,0,1,0,268012.3783783784,285838200.0,10
RoloEdits,446944276,652,544,1.1985294117647058,36,32326,23655,0,0,0,0,0,0,0,55,0,8,40,43053,0,0.002527573529411765,0.0,0.00032679738562091506,0.001838235294117647,0.7003676470588235,0.0,169,2,0,487767.9191919192,171971538.0,9
MBTA_CR,2535372901,35122,242,145.13223140495867,382,1772,143490,0,1,1,1,0,0,0,220,0,24,21,1,1,0.006734006734006734,0.0,0.0015495867768595042,0.0006427915518824609,0.004132231404958678,6.456611570247934e-05,59,1,0,1641.635,248543885.0,7
MTVBrasil,8163442,2278709,3213,709.2153750389044,7650,106495,212393,0,1,0,1,1,0,0,7455,0,61,613,47,8,0.013811079987550576,0.0,0.0011865857454092749,0.0011356394409615697,0.0009142545907251789,0.0001556178026766262,99,4,0,2199.695,34105063.0,9
MochaLattePanda,72758236,203,666,0.3048048048048048,5,26753,32400,0,1,0,1,0,0,0,1,0,0,0,1734385,0,0.0007507507507507507,0.0,,0.0,13.423616915884956,,193,6,0,5561.760204081633,99547022.0,15
04685lktc,2482208214,0,4,0.0,2,0,174734,0,0,0,0,0,0,0,2,0,0,3,0,0,0.0025,,,0.00375,,,44,0,0,73245.345,246551083.0,9
CSISFood,611791931,15674,1673,9.368798565451286,481,2247,10390,1,1,1,1,0,0,0,505,0,0,320,486,0,0.0016494697199821008,0.0,0.0,0.0010452085354342026,0.018156007172743575,0.0,75,4,1,48012.015,187114256.0,8
PodcastingGroup,2936301146,1302,1810,0.7193370165745856,196,32,91203,0,0,1,1,0,0,0,21,0,0,8,4,0,5.9194948697711124e-05,0.0,,2.2550456646747094e-05,0.0005524861878453039,,5,0,0,215875.165,266087770.0,15
CQoffice,3312296573,788,807,0.976456009913259,377,81,13789,1,1,1,1,0,0,0,412,0,0,294,32,0,0.0026316125653112585,0.0,,0.001877898286896869,0.006608839322593969,,16,2,0,25200.02,280784920.0,8
yell999,310269597,1,25,0.04,0,69,231,0,1,0,0,0,0,0,10,0,28,1,4049,3,0.005555555555555556,0.0,0.008888888888888889,0.0005555555555555556,80.98,0.0009523809523809524,185,2,0,657902.385,154186160.0,7
CtrSocialPolicy,208651753,3622,1179,3.0720949957591177,168,3109,7192,1,1,1,1,0,0,0,178,0,7,88,30089,2,0.0017761812103976452,0.0,0.0004567103803745025,0.0008781120590729931,0.250203728650069,0.00013048868010700072,132,37,0,38024.425,135278866.0,15
PopKarma,438463918,359,117,3.0683760683760686,14,274,1539,0,1,1,1,0,0,0,162,0,6,47,10296,1,0.008875739644970414,0.0,0.0030165912518853697,0.0025750602673679595,3.259259259259259,0.0005027652086475615,91,30,0,560170.1,171131334.0,8
newsmls1,3199849578,501,542,0.9243542435424354,13,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0.0,,,0.005535055350553505,,,0,0,0,,278933277.0,8
LQForever5,3700020852,24,2,12.0,4,0,82118,0,0,0,0,0,0,0,0,0,0,4,0,0,0.0,,,0.01,,,0,58,0,35.925,290408129.0,10
USATODAY,15754281,3996042,622,6424.5048231511255,34231,2289,311546,0,1,1,1,1,0,0,9658,0,14,4072,661,13,0.10017633025619749,0.0,0.022508038585209004,0.04223628254330464,0.024152294650686936,0.02090032154340836,46,1,0,858.5,65130931.0,8
LolaandPenelope,57136963,1025,1311,0.7818459191456903,35,340,3089,1,1,1,1,0,0,0,54,0,0,16,7,0,0.00020698457964881618,0.0,,6.132876434038998e-05,0.005339435545385202,,50,0,12,185287.975,94770333.0,15
copiersolutions,161602136,80,104,0.7692307692307693,0,49,229,1,1,1,1,0,0,0,12,0,4,3,32,0,0.0006909258406264394,0.0,0.0012406947890818859,0.00017273146015660986,0.15384615384615385,0.0,40,1,0,1422725.37,125048506.0,15
The_Dude_Razor,2370008088,1197,151,7.927152317880795,9,3595,1943,1,1,1,1,0,0,0,29,0,31,0,948220,0,0.0014018465703098564,0.0,0.0054025792959219235,0.0,285.43648404575555,0.0,62,12,4,22372.51269035533,240909430.0,14
CCBDeal,2909209113,5372,6061,0.8863223890447121,138,255,363971,1,0,1,1,0,0,0,7,0,0,2,0,0,5.77462464939779e-06,,,1.649892756970797e-06,,,0,0,0,240597.115,265036428.0,7
RhodeIslandEMA,61504755,27003,670,40.30298507462687,606,1460,7776,1,1,1,1,1,0,0,693,0,2,446,957,0,0.00584366304072856,0.0,0.0007462686567164179,0.003760856733282739,0.07517674783974863,0.0,63,6,0,62624.41,96043460.0,14
affiliate11244,3831242712,1153,1130,1.020353982300885,306,0,78141,0,1,1,1,0,0,0,7,0,0,7,0,0,3.112909681149108e-05,,0.0,3.112909681149108e-05,,0.0,1,0,0,340776.0,291433159.0,14
07702jcsc,2606157193,2,8,0.25,1,0,148311,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,,,0.000625,,,0,0,0,120.725,251672646.0,9
_savedinthecity,1592211175,1876,289,6.491349480968858,11,594,13843,0,0,1,1,0,0,0,884,0,7,322,18,1,0.016993464052287584,0.0,0.0020184544405997696,0.006189926951172626,0.008897676717745922,0.0002883506343713956,19,13,0,39866.21608040201,220841730.0,15
PROMO4LIFEBIZ,573641087,2179,1677,1.2993440667859273,60,36,150441,0,1,0,1,0,0,0,21,0,0,0,73,0,6.48827013449257e-05,0.0,,0.0,0.006218587613936451,,7,0,0,133316.025,183475869.0,13
COOLinLowell,38470652,2563,589,4.351443123938879,80,1011,7170,1,1,1,1,0,0,0,156,0,7,51,468,0,0.003953069964270329,0.0,0.0029711375212224107,0.0012923497960114537,0.006159434595490978,0.0,162,16,0,114267.7,88794509.0,12
bestoraclecards,2980693490,78,40,1.95,183,0,109066,0,0,0,0,0,0,0,27,0,0,2,0,0,0.0033750000000000004,,,0.00025,,,1,0,0,1436.81,268264127.0,15
Amazing_Planet,2340567540,619,498,1.2429718875502007,19,1,69054,0,0,0,1,0,0,0,54,0,0,10,0,0,0.0005421686746987952,,,0.00010040160642570282,,,11,0,0,3499.225,239299448.0,14
wiml2,2354065568,270,266,1.0150375939849625,22,4260,46465,1,0,0,1,0,0,0,4,0,0,0,515524,0,0.00012427763623935873,0.0,,0.0,24.53240696678405,,88,129,0,3007.865,240026615.0,5
RadissonBluAqua,214490127,3131,1868,1.6761241970021414,100,437,7210,0,0,1,1,0,0,0,127,0,5,7,59,0,0.0003862906365583025,0.0,0.0002433326844461748,2.1291609889040295e-05,0.0024295832647010375,0.0,32,2,0,123543.95,136565017.0,15
TrumpForAll,1034673060186599424,465,990,0.4696969696969697,0,24,79,0,0,0,1,0,0,0,48,0,7,17,209716,1,0.001054018445322793,0.0,0.00044191919191919195,0.0003732981993851559,17.65286195286195,6.313131313131313e-05,34,4,0,613256.027027027,382598655.0,11
Media1Lessons,2891676128,1326,1850,0.7167567567567568,234,11,189053,0,0,1,1,0,0,0,12,0,0,2,0,0,3.243243243243243e-05,,,5.405405405405405e-06,,,2,0,0,223775.545,262323944.0,13
kamyb22,1591353752,3299,559,5.901610017889087,66,199157,84190,1,1,0,1,0,0,0,583,0,192,34,1585068,0,0.020858676207513416,0.0,0.004705075109662557,0.0012164579606440073,37.309763675736754,0.0,146,31,0,3858.959798994975,220811199.0,7
Installite,43757947,680,40,17.0,23,26,1126,0,1,1,1,0,0,0,31,0,0,6,66,0,0.003994845360824742,0.0,0.0,0.0007731958762886599,0.32999999999999996,0.0,113,0,0,168567.185,90883146.0,10
slhd28616,3221599233,0,6,0.0,1,0,86706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,0,0,0,368.435,277398750.0,9
goodvibes_MT,3342150184,254,213,1.192488262910798,8,13,184,1,1,1,1,0,0,0,37,0,5,11,67,1,0.0011816933346108396,0.0,0.002347417840375587,0.0003513142346140334,0.012098230408089564,0.0004694835680751174,38,2,6,299365.13661202183,282091723.0,12
alchemyfornow,2967599186,100,41,2.4390243902439024,154,0,98009,0,0,0,0,0,0,0,29,0,0,2,0,0,0.003536585365853658,,,0.00024390243902439024,,,3,0,0,7786.385,267841320.0,13
Incalex_,1264672544,490,139,3.5251798561151078,22,3774,24919,0,1,1,1,0,0,0,228,0,57,48,30515,1,0.03489973978264197,0.0,0.0037969624300559553,0.007347313638450941,4.87849720223821,6.661337596589395e-05,147,5,0,17285.89,210264942.0,8
CorsoDavidEd,3910311256,29,194,0.14948453608247422,2,0,149,0,1,1,1,0,0,0,19,0,0,0,3,0,0.0006708092077390199,0.0,,0.0,0.005154639175257732,,3,1,0,31173.85234899329,291484781.0,12
elle31807,3311500202,2,34,0.058823529411764705,3,0,168572,0,0,0,0,0,0,0,1,0,0,0,0,0,0.00014705882352941178,,,0.0,,,43,0,0,73280.39,286291321.0,9
JuniataEagles,355531983,3040,250,12.16,32,814,9785,1,1,1,1,0,0,0,1438,0,0,206,43,0,0.0309247311827957,0.0,,0.00443010752688172,0.012285714285714287,,15,6,0,16321.37,160496110.0,13
GoldOnion,135586989,257,709,0.3624823695345557,6,8508,72075,0,0,0,1,0,0,0,2,0,2,2,0,0,6.132335806708775e-05,,1.8437088046313966e-05,6.132335806708775e-05,,0.0,153,33,0,127.1859296482412,118953460.0,9
science_reddit,1001581413953568769,0,1,0.0,0,0,12,0,0,0,1,0,0,0,1,0,0,0,0,0,0.08333333333333333,,,0.0,,,1,0,0,436884.5,374708992.0,14
UCLAAthletics,21236215,76882,304,252.90131578947367,1030,10321,40446,1,1,1,1,1,0,0,6750,0,110,760,5424,7,0.2552177858439202,0.0,0.07236842105263158,0.02873563218390805,0.1652046783625731,0.004605263157894736,149,38,26,11550.875,82066742.0,13
KelenHeller,106146710,1141,888,1.28490990990991,11,1244,4247,1,1,1,1,0,0,0,406,0,2,168,108,0,0.0028397963180571877,0.0,0.0011261261261261261,0.0011750881316098707,0.003287070854638422,0.0,41,2,0,359114.655,110912512.0,11
JesTr0n,620386271,2088,2159,0.9671144048170449,8,15737,14361,1,1,1,1,0,0,0,40,0,0,3,428,0,0.0003368562886858394,0.0,0.0,2.5264221651437954e-05,0.04955998147290412,0.0,25,1,32,474558.9344262295,187913285.0,7
austeragency,17559315,1339,687,1.9490538573508005,56,4635,3242,1,1,1,1,0,0,0,228,0,0,35,345636,0,0.0034934497816593887,0.0,,0.0005362751857810465,4.791515907673113,,168,8,4,326466.71,74450568.0,12
Myrtle_NC,215090259,149,148,1.0067567567567568,2,0,15308,0,0,1,1,0,0,0,7,0,0,6,0,0,0.0002364864864864865,,,0.0002027027027027027,,,0,0,0,11894.125,136684445.0,9
hammel143,2897652116,3,0,,3,0,187889,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,116.0,262883854.0,9
05073lktb,2518622172,1,0,,3,0,188752,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,,,,0,0,0,120.85,247955667.0,9
afscot,9372402,238,158,1.5063291139240507,20,5267,48743,1,1,0,1,0,0,0,39,0,81,3,2842,1,0.003124499278961705,0.0,0.004660529344073647,0.00024034609838166962,1.6352128883774455,5.7537399309551206e-05,115,18,0,4660.13,39171141.0,6
LIJLRadio,1280871883,5836,6624,0.8810386473429952,300,73,365488,0,1,1,1,0,0,0,19,0,0,0,0,0,1.4341787439613527e-05,,,0.0,,,1,1,0,201713.33,210788197.0,9
Brewery_Square,1073737544,3121,880,3.546590909090909,30,2825,4326,1,1,1,1,0,0,0,313,0,18,101,277,2,0.0032933501683501685,0.0,0.001076555023923445,0.0010627104377104377,0.004311955168119551,0.00011961722488038277,145,15,0,55128.075,204815571.0,14
JanesVanity,203135443,2111,197,10.715736040609137,62,5955,22469,0,1,1,1,0,0,0,443,0,12,31,19528,1,0.015297489554197314,0.0,0.00290065264684554,0.0010704789530025208,3.0977157360406093,0.000241721053903795,50,8,0,54954.0,134237991.0,11
04090trda,2466100994,3,9,0.3333333333333333,2,0,174571,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0005555555555555556,,,0.0005555555555555556,,,43,0,0,73255.485,245682811.0,9
UCLA_Powell,392802682,2952,196,15.061224489795919,125,1750,6353,1,1,1,1,0,0,0,643,0,8,122,525,1,0.025629783163265307,0.0,0.006802721088435374,0.004862882653061225,0.040584415584415584,0.0008503401360544217,77,27,5,123576.94,165945483.0,11
WDWNTNow,2497343154,2830,49,57.755102040816325,60,199,75467,0,1,1,1,0,0,0,378,0,0,14,94,0,0.03956043956043956,0.0,,0.0014652014652014652,0.3836734693877551,,5,1,0,102357.97,247275202.0,8
keystomarketing,2441622300,77,1,77.0,55,0,66934,0,0,0,1,0,0,0,4,0,0,3,0,0,0.02,,,0.015,,,1,0,0,819.97,244469413.0,15
Mondaq,14788211,4263,1753,2.4318311466058185,280,12,377185,0,1,1,1,0,0,0,13,0,0,2,0,0,3.707929264118654e-05,,,5.704506560182544e-06,,,169,0,0,2233.24,57947436.0,6
ScorBoar,2497134072,191,381,0.5013123359580053,58,2,47411,0,1,1,1,0,0,0,10,0,0,5,0,0,0.00013123359580052493,,,6.561679790026247e-05,,,0,0,0,1372.935,247265848.0,8
Postmates_Help,3220580358,22651,1194,18.97068676716918,50,2268,109367,0,1,1,1,1,0,0,0,0,23,0,0,0,0.0,,9.679890238461991e-05,0.0,,0.0,200,0,0,1338.59,279139634.0,14
billboard,9695312,8407904,3193,2633.2301910429064,25710,6388,243787,1,0,1,1,1,0,0,957143,0,0,252659,186533,0,1.5216391821576705,0.0,,0.4016702145079417,19.473118279569892,,74,0,0,1508.975,40426403.0,9
TechFishNews,1716957726,8267,487,16.975359342915812,101,45,145726,0,1,1,1,0,0,0,17,0,0,6,0,0,0.00017453798767967147,,,6.160164271047228e-05,,,4,0,0,1497.63,225067142.0,12
ThatJoshGuy05,829854469,35,70,0.5,4,30,69,0,0,0,0,0,0,0,40,0,0,17,9393,0,0.01038961038961039,0.0,0.0,0.004415584415584415,19.16938775510204,0.0,25,0,0,1493434.0588235294,194996149.0,13
Hierkaufich,209054410,13956,9208,1.5156385751520418,482,36652,529286,0,1,1,1,0,0,0,174,0,2,8,361,0,0.00010498117578916884,0.0,0.00021720243266724586,4.8267207259387975e-06,0.0021780577275798824,0.0,75,1,0,130624.8391959799,135347894.0,11
yskElPaso,3555013634,104,70,1.4857142857142858,14,10,15865,1,1,1,1,0,0,0,2,0,0,1,30,0,0.00014357501794687725,0.0,,7.178750897343863e-05,0.42857142857142855,,1,1,0,17279.235,289271874.0,9
usafestival,121121889,893,1866,0.47856377277599144,24,0,113647,0,1,1,1,0,0,0,7,0,0,3,0,0,1.8756698821007505e-05,,,8.038585209003215e-06,,,0,0,0,1170.055,115135065.0,11
michaelcoyote,16167428,1182,997,1.1855566700100302,74,90536,78193,1,1,1,1,0,0,0,49,0,3549,2,342728,70,0.0011429637750460684,0.0,0.058355394051005476,4.6651582654941565e-05,3.5808258107656306,0.0011509939655030665,158,51,0,3377.585,67852468.0,13
Tronictweet,248215037,135,349,0.3868194842406877,27,1,14728,0,0,1,0,0,0,0,11,0,0,7,0,0,0.00015759312320916906,,,0.0001002865329512894,,,29,0,0,10416.06,144080467.0,11
TheDJWire,633001354,340,0,,62,10,94055,0,1,1,0,0,0,0,3,0,0,1,614,0,,,,,,,76,0,0,459.545,189100049.0,9
thennb,3303170501,77,77,1.0,22,11,9920,0,1,0,1,0,0,0,17,0,0,0,0,0,0.001103896103896104,,,0.0,,,0,0,0,10971.165,280011731.0,6
5MinTweets,1940024874,182,0,,7,0,355597,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,498.005,228120770.0,10
The_IT_Nerd,1568719200,493,160,3.08125,26,918,12741,1,1,1,1,0,0,0,74,0,7,21,146240,3,0.0028374233128834357,0.0,0.0024305555555555556,0.0008052147239263804,48.10526315789473,0.0010416666666666667,82,14,5,15579.85,220039741.0,11
therealKSCM,525606010,166,79,2.1012658227848102,4,637,1973,1,1,1,1,0,0,0,269,0,1,92,1249113,0,0.040536467751657625,0.0,0.012658227848101266,0.013863773357444245,149.16563171721995,0.0,119,16,1,324501.6910994764,178913528.0,11
BlueRocVII,1006786105,194,567,0.3421516754850088,4,71,400,0,1,1,1,0,0,0,75,0,0,37,1596977,0,0.0006853633796638978,0.0,,0.0003381126006341896,402.3625598387503,,22,0,0,689526.155,202408975.0,10
06354jcsa,2584336363,1,6,0.16666666666666666,1,0,148349,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0016666666666666668,,,0.0,,,0,0,0,370.795,250622068.0,9
DoctorTweetz,3095714561,2825,4382,0.6446827932450936,439,170,74888,0,1,1,1,0,0,0,14,0,0,3,0,0,1.597444089456869e-05,,,3.4230944774075762e-06,,,0,0,0,3036.005,273806405.0,12
03252trdb,2445403974,1,6,0.16666666666666666,0,0,172688,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0008333333333333334,,,0.0,,,43,0,0,73250.63,244644697.0,9
vote41dbro,2922902350,4,2,2.0,0,3,2368,0,0,1,1,0,0,0,0,0,0,202,49038,0,0.0,0.0,,0.507537688442211,24519.0,,1,0,0,2028.285,265728417.0,10
STLDPolitics,2839791365,423,238,1.7773109243697478,6,608,2195,0,1,1,1,0,0,0,226,0,6,56,1109,0,0.005275443510737629,0.0,0.0050420168067226885,0.0013071895424836603,0.31064425770308124,0.0,29,145,0,193450.085,260972988.0,12
SoddersLiger,27768162,4115,2523,1.6309948474038842,26,72515,134539,1,1,1,1,0,0,0,366,0,35,33,2276,1,0.0016484704356285807,0.0,0.00015764061542896264,0.00014863258026159333,0.03758752807504294,4.504017583684647e-06,113,21,0,2721.31,85537003.0,12
Mathematics1001,2877867844,950,379,2.5065963060686016,261,131,1242689,0,1,1,1,0,0,0,18,0,0,16,0,0,0.00023746701846965698,,,0.00021108179419525067,,,0,0,0,306.03,263126686.0,15
04624lktc,2478768660,1,0,,3,0,188990,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,114.975,246397224.0,9
ORJICONFIDENCE4,4048134190,4,29,0.13793103448275862,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,0.0,0.0,,0.0,5,0,0,1738800.875,292963888.0,15
07495jcsc,2604147042,2,8,0.25,3,0,136842,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,0,0,0,120.025,251588606.0,9
Join_RAGE,1525010869,3201,1092,2.931318681318681,100,4181,30080,1,1,1,1,0,0,0,266,0,1,78,257,0,0.001458621219100261,0.0,0.0004578754578754579,0.00042771599657827206,0.007591870495096302,0.0,76,0,30,32314.805,218557668.0,9
BoombahInc,48768748,13674,1790,7.639106145251397,72,3113,4713,1,1,1,1,1,0,0,349,0,9,38,8614,0,0.0011015371019158539,0.0,0.0002957607624055209,0.00011993813717135372,0.8020484171322161,0.0,27,1,1,92448.015,92510967.0,10
InstanttaxSoln,83621893,730,1781,0.4098820887142055,16,3,648,1,1,1,1,0,0,0,14,0,0,3,0,0,3.930376193149916e-05,,,8.422234699606963e-06,,,1,0,0,447991.49,103044007.0,14
slha28277,3155497255,0,3,0.0,1,0,86750,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,0,0,0,367.245,276081265.0,9
01571gnla,2360076637,3,7,0.42857142857142855,1,0,174030,0,0,0,1,0,0,0,7,0,0,0,0,0,0.005,,,0.0,,,0,0,0,120.45,240356974.0,9
RecoveryWraps,1865195712,138,264,0.5227272727272727,16,50,5813,1,1,1,1,0,0,0,12,0,1,11,40075,0,0.00023674242424242425,0.0,0.003787878787878788,0.00021701388888888888,21.685606060606062,0.0,10,2,2,377669.595,226276117.0,13
snobbishlyfe,3234088059,66,533,0.12382739212007504,1,290,562,0,0,0,1,0,0,0,15,0,2,13,7,0,0.00014581652392849158,0.0,0.0012507817385866166,0.00012637432073802604,0.003283302063789869,0.0,14,0,0,672557.405,277847256.0,12
NewsYorkshire,1420398954,2456,127,19.338582677165356,108,1,298116,0,1,1,1,0,0,0,11,0,0,8,0,0,0.0004330708661417323,,,0.00031496062992125983,,,0,0,0,455.985,215349994.0,13
manol_manolin,3982320563,1,0,,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,0,22210.88888888889,292195726.0,13
Totalbiscuit,16747981,646807,146,4430.184931506849,2996,168,128806,1,1,1,1,1,0,0,355963,0,2504,78550,80120,19,17.66741115743498,0.0,0.9528158295281584,3.8986499900734564,17.148972602739725,0.007229832572298326,138,11,0,172427.5904255319,71106296.0,12
CynicalBrit,109334785,149429,2,74714.5,877,0,3782,0,1,1,1,0,0,0,6364,0,0,653,1440,0,16.74736842105263,0.0,,1.7184210526315788,72.0,,50,0,0,358203.08,111781828.0,11
SRLV1,790065992,668,571,1.1698774080560421,8,47,514,0,1,1,1,0,0,0,123,0,0,39,232,0,0.001145806163132988,0.0,,0.0003633043931885084,0.033858727378867484,,49,1,0,630141.03,193349411.0,5
EastMidlandNews,2291124847,1824,0,,78,0,227331,0,0,1,1,0,0,0,29,0,0,9,0,0,,,,,,,0,0,0,93079.515,236782622.0,15
05836lkta,2575754940,3,2,1.5,3,0,148299,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,0,0,0,120.025,250216857.0,9
TreatsTrinkets,477106629,423,414,1.0217391304347827,26,307,16469,1,0,1,1,0,0,0,154,0,12,20,37891,0,0.0020326812914125817,0.0,0.0024154589371980675,0.00026398458330033526,18.304830917874394,0.0,69,1,1,597931.145,174862944.0,14
Troptraditions,21357741,54314,32684,1.661791702362012,1039,228,27429,0,1,1,1,0,0,0,134,0,0,79,0,0,2.060233858067722e-05,,0.0,1.2146154834876869e-05,,0.0,2,0,0,114966.0,82168478.0,14
OSUCrush,554667765,21627,220,98.30454545454545,44,1163,51713,0,1,1,1,0,0,0,3801,0,0,263,3,0,0.08682046596619462,0.0,,0.006007309273640933,0.013636363636363636,,11,0,0,3465.0,181596717.0,8
GLUUgtbt,2329197546,5,5,1.0,1,0,174397,0,0,0,1,0,0,0,0,0,0,1,0,0,0.0,,,0.001,,,36,0,0,73242.315,238704236.0,8
uifellows,3041421586,2094,793,2.640605296343001,110,1752,2485,1,1,1,1,0,0,0,399,0,12,110,486,1,0.01070537415148507,0.0,0.0025220680958385876,0.0029513562823643047,0.004169132974753584,0.0002101723413198823,167,18,2,205677.06,271197276.0,9
ClaretandH,105243571,24083,620,38.843548387096774,174,3806,56994,1,1,1,1,0,0,0,45,0,0,4,28491,0,0.005583126550868487,0.0,,0.0004962779156327543,22.976612903225806,,2,0,0,29889.933333333334,110664782.0,10
satuduaplanning,3096923598,4,0,,7,0,11141,0,0,0,0,0,0,0,3,0,0,0,0,0,,,,,,,0,0,0,12916.08,273809783.0,15
daejones,164553285,3654,2910,1.2556701030927835,20,13070,42122,1,1,1,1,0,0,0,356,0,126,80,115477,12,0.0013014549974409593,0.0,0.0004865052704737634,0.0002924617971777437,2.334283404083283,4.6333835283215565e-05,111,8,0,13455.875,125727672.0,8
RPi31,1864614032,3,3,1.0,0,0,383417,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,,,0.0,,,0,0,0,3438.0,226262052.0,5
deacon_smith,1376946260,1870,2043,0.9153206069505629,18,20268,16219,0,1,1,1,0,0,0,15,0,5,2,145577,0,0.0008157937673356176,0.0,0.0006118453255017131,0.00010877250231141567,0.4398548491385822,0.0,152,1,0,177763.84,213885281.0,12
StrategIQCom,571826529,165,5,33.0,47,0,33825,0,1,1,1,0,0,0,16,0,0,6,0,0,0.016,,,0.006,,,0,0,0,2486.14,183302769.0,12
TheWalkingFled,3138616720,30,235,0.1276595744680851,3,29713,858,0,0,0,0,0,0,0,0,0,29,0,514597,0,0.0,0.0,0.0006670500287521564,0.0,156.41246200607904,0.0,200,4,0,68073.69,275349334.0,14
06721jcsb,2589979716,5,6,0.8333333333333334,2,0,174508,0,0,0,0,0,0,0,2,0,0,1,0,0,0.0016666666666666668,,,0.0008333333333333334,,,42,0,0,73259.665,250883217.0,9
